trait_id,career_name,O,C,E,A,N
1541, Junior Producer Trainee,0.85,0.9,0.38,0.62,0.21
1542,"Mgr, Learning & Development",0.56,0.66,0.7,0.66,0.57
1543,HR Business Partner,0.81,0.52,0.6,0.69,0.36
1544,Services Advisor - Mall of America,0.74,0.59,0.73,0.64,0.6
1545," Research Scientist, Audio",0.76,0.94,0.25,0.7,0.38
1546, Principal Investigator- Ethics and Investigations,0.58,0.57,0.63,0.74,0.51
1547, Function Manager,0.61,0.68,0.8,0.91,0.47
1548, HR Business Partner,0.93,0.63,0.59,0.73,0.37
1549, KIND Brand Ambassador - Detroit,0.67,0.58,0.7,0.61,0.49
1550, Operations Leader,0.62,0.68,0.95,0.81,0.58
1551, Deep Learning Data Scientist,0.68,0.89,0.28,0.64,0.25
1552, Market 14 Deployment Functionality Technician (Overnight),0.7,0.6,0.73,0.73,0.44
1553,Remote Help Desk Tech,0.67,0.57,0.63,0.69,0.53
1554, Advocacy Intern,0.67,0.61,0.63,0.57,0.54
1555, Teaching and Learning Specialist,0.65,0.69,0.6,0.61,0.47
1556,Deep Learning Engineer (Satellite Imaging),0.71,0.87,0.46,0.53,0.25
1557,DDC Recycling Processor,0.64,0.56,0.73,0.55,0.59
1558,HSS Specialist,0.65,0.62,0.73,0.55,0.52
1559, Mgr Site Function,0.66,0.59,0.64,0.68,0.55
1560," Manager, System Partnerships",0.5,0.84,0.83,0.8,0.5
1561, Deep Learning Scientist - Yield Analytics,0.66,0.77,0.45,0.61,0.22
1562," Director of School Support, Michigan",0.52,0.79,0.97,0.8,0.45
1563, Inside Account Executive,0.59,0.56,0.57,0.64,0.45
1564, Connected Devices Sales Consultant,0.6,0.7,0.99,0.93,0.56
1565,Digital Health Writer,0.62,0.63,0.63,0.7,0.49
1566,Global Social Content Lead,0.67,0.84,0.87,0.86,0.47
1567, Technology Early Career Development Program (TECDP) Co-Op,0.59,0.63,0.59,0.73,0.43
1568,Sales Consultant - Comp,0.59,0.77,0.94,0.83,0.62
1569, Services Advisor - Houston Galleria,0.66,0.64,0.56,0.64,0.56
1570, Sales Representative-Houston TX Neuroscience Primary Care,0.62,0.82,0.9,0.77,0.45
1571,Project Coordinator,0.61,0.69,0.71,0.61,0.5
1572,SYEP Service Learning Facilitator,0.63,0.63,0.6,0.58,0.44
1573, Chief Human Resources Officer,0.56,0.59,0.55,0.68,0.46
1574, Movidius Deep Learning Data Scientist,0.84,0.79,0.32,0.62,0.2
1575, Head of Education,0.67,0.66,0.99,0.93,0.56
1576,PINK Sales and Support Generalist-N Michigan Avenue,0.61,0.78,0.88,0.88,0.46
1577,Offshore Learning Operations Program Lead,0.51,0.74,0.91,0.93,0.47
1578, General Warehouse Worker,0.71,0.59,0.63,0.61,0.48
1579, D3- Sr. NLP Deep Learning Data Scientist,0.68,0.85,0.41,0.64,0.3
1580, Game Designer,0.97,0.59,0.65,0.65,0.53
1581,Security Analyst,0.77,0.79,0.3,0.71,0.21
1582, Research Intern - Immunomics,0.85,0.78,0.41,0.63,0.3
1583, Employee Engagement Coordinator,0.73,0.63,0.66,0.56,0.4
1584,CC - Consultant - CPR - New York,0.6,0.69,0.57,0.57,0.48
1585,Principal Data Scientist(Clinical Data/EMR/NLP/Deep Learning)-PS10509,0.78,0.89,0.29,0.57,0.39
1586, DC General Warehouse Worker,0.6,0.72,0.72,0.7,0.43
1587, Deep Learning DevOps Engineer,0.86,0.95,0.42,0.42,0.2
1588, Customer Service Specialist,0.57,0.65,0.67,0.62,0.5
1589, Account Executive,0.62,0.68,0.73,0.58,0.48
1590,Asset Protection Associate,0.38,0.82,0.8,0.99,0.56
1591,Applied Scientist - Alexa Deep Learning,0.84,0.76,0.37,0.56,0.38
1592,"Hurley Part-Time Under Associate, Tempe, AZ",0.91,0.58,0.72,0.63,0.36
1593,General Warehouse Worker,0.73,0.61,0.58,0.64,0.52
1594,Entry Level Geologist/Hydrogeologist,0.56,0.6,0.56,0.63,0.58
1595,"Hurley Seasonal Associate, Tempe, AZ",0.55,0.83,0.68,0.98,0.6
1596, KIND Brand Ambassador - Mobile Team Captain - Detroit,0.68,0.93,0.4,0.7,0.34
1597,Teacher Innovation Lead - East,0.54,0.69,0.94,0.79,0.54
1598, Full Stack Engineer,0.86,0.96,0.39,0.51,0.32
1599, Full-Stack Engineer,0.83,0.85,0.35,0.41,0.17
1600, Software Developer - Authentication,0.75,0.84,0.39,0.53,0.17
1601,Software Engineer/Full-Stack Developer - Temporary Employee,0.84,0.94,0.32,0.53,0.26
1602, Full Stack Java Developer,0.77,0.95,0.35,0.49,0.16
1603, Senior Full Stack Developer,0.87,0.89,0.43,0.39,0.29
1604,Software Engineer - Full Stack,0.85,0.89,0.42,0.44,0.33
1605,Developer Advocate / Technology Evangelist,0.8,0.97,0.46,0.43,0.2
1606,Java Full-Stack Engineer,0.78,0.97,0.35,0.45,0.31
1607,Full Stack Java Developer,0.77,0.93,0.35,0.37,0.31
1608, Full-Stack Developer (Haskell Polyglot),0.72,0.85,0.47,0.42,0.34
1609,Full Stack Developer,0.9,0.85,0.31,0.49,0.24
1610,Full Stack Engineer,0.72,0.94,0.31,0.52,0.18
1611," Software Engineer - Full Stack, Los Angeles",0.73,0.84,0.49,0.49,0.31
1612, Contractor - Software Developer,0.78,0.87,0.35,0.45,0.26
1613,Full Stack Software Engineer,0.83,0.85,0.49,0.38,0.34
1614,Full Stack Developer (Mindfulness),0.7,0.9,0.37,0.44,0.26
1615, Full Stack Web Developer,0.79,0.88,0.45,0.49,0.32
1616,"Software Engineer, Monetization (Full Stack)",0.75,0.92,0.42,0.42,0.25
1617,Full Stack LAMP Developer,0.76,0.83,0.34,0.37,0.29
1618," Full Stack Web Developer, Diagnostic Software",0.83,0.99,0.45,0.36,0.33
1619, Full Stack Software Developer,0.87,0.89,0.42,0.55,0.26
1620,Middle Full Stack (Angular+Node) Developer,0.88,0.82,0.34,0.44,0.27
1621,Magento Full Stack Developer,0.86,1.0,0.38,0.36,0.31
1622,SQL Application Developer,0.82,0.84,0.4,0.5,0.3
1623, Full Stack Software Engineer,0.8,0.86,0.49,0.48,0.23
1624,.NET Full-Stack Web Developer,0.76,0.95,0.35,0.38,0.26
1625,Full Stack Python Developer,0.76,0.93,0.32,0.48,0.21
1626, Software Engineer - React Native,0.7,0.83,0.49,0.52,0.2
1627,"Software Engineer, Full Stack",0.86,0.92,0.49,0.42,0.29
1628,Full-Stack Developer at a Stable and Growing Startup,0.71,0.88,0.49,0.46,0.21
1629,Full Stack JavaScript Developer,0.72,0.94,0.43,0.42,0.34
1630,Web Developer - Full Stack,0.7,0.86,0.48,0.41,0.2
1631, Java Full stack Developer,0.81,0.96,0.32,0.54,0.31
1632, Microservices Developer,0.74,0.94,0.38,0.43,0.31
1633, Full Stack Developers - NASA JPL,0.89,0.83,0.38,0.45,0.23
1634, Software Engineer - Full Stack,0.77,0.81,0.44,0.44,0.19
1635, Application Developer Analyst,0.81,0.91,0.35,0.61,0.33
1636, Full Stack .NET Developer,0.76,0.85,0.45,0.36,0.17
1637,Sr. Full Stack Developer,0.7,0.83,0.31,0.55,0.21
1638,"Lead Software Developer (Angular, Node.js,Full Stack)",0.73,0.85,0.49,0.45,0.22
1639,Front end Developer iOS,0.87,0.88,0.37,0.39,0.23
1640, Full-Stack Developer,0.76,0.94,0.36,0.47,0.16
1641,"senior full stack developer, Starbucks Technology - Seattle, Wa",0.74,0.88,0.49,0.43,0.28
1642, Web Developer II,0.75,0.83,0.31,0.41,0.18
1643," Software Engineer - Full Stack, SF",0.73,0.95,0.3,0.46,0.23
1644,Full Stack Web Developer,0.8,0.91,0.36,0.41,0.3
1645," Full Stack JavaScript developer (React, Node)",0.87,0.84,0.32,0.53,0.22
1646,Full Stack .NET Developer,0.81,0.87,0.33,0.47,0.26
1647,Software Developer,0.74,0.89,0.46,0.47,0.17
1648,Software Developer Engineer,0.81,0.94,0.46,0.48,0.18
1649,Principal Software Engineer - Full Stack Developer (18-189),0.84,0.94,0.3,0.43,0.22
1650,.Net Web Developer- Movimento,0.83,0.84,0.42,0.53,0.31
1651,Engineer - Full Stack,0.88,1.0,0.3,0.47,0.23
1652, Mid- Level Full Stack Developer,0.87,0.85,0.5,0.47,0.31
1653,"Full Stack VR/AR Software Generalist-Research, Mobile",0.67,0.79,0.4,0.55,0.36
1654, Full stack Developer - Need Only W2,0.7,0.93,0.37,0.47,0.29
1655, Java Full Stack Developer,0.77,0.82,0.31,0.47,0.25
1656, Senior Full Stack Software Engineer,0.85,0.9,0.38,0.43,0.16
1657,Sr. Full Stack Web Developer,0.77,1.0,0.47,0.42,0.27
1658,Software Engineer (Full stack) / Flights,0.87,0.89,0.3,0.36,0.25
1659,.NET Full-Stack Developer,0.89,0.94,0.31,0.39,0.3
1660," Full Stack Web Developer, MX",0.87,0.92,0.43,0.36,0.32
1661, Full Stack Software Developer 4,0.86,0.85,0.44,0.39,0.16
1662,Full Stack Java Developer - Dallas Preferred,0.74,0.84,0.37,0.43,0.25
1663, Full Stack Developer - Intermediate - CX Lab,0.8,0.85,0.31,0.47,0.23
1664, Entry level Full Stack Web Developer,0.76,0.97,0.45,0.52,0.25
1665, Full Stack PHP Developer,0.73,0.94,0.34,0.44,0.16
1666,Sr. Web/Java Full Stack Developer,0.87,0.83,0.48,0.52,0.24
1667,Full stack developer,0.85,0.92,0.46,0.44,0.31
1668,"Software Engineer, Product (Full Stack)",0.79,0.99,0.4,0.44,0.31
1669, Senior Full-Stack Developer,0.86,0.91,0.34,0.44,0.34
1670,Full-Stack Software Developer,0.85,0.96,0.31,0.44,0.28
1671,Full Stack Engineers,0.87,0.81,0.47,0.46,0.19
1672,Full-Stack Developer,0.76,0.86,0.41,0.36,0.18
1673, eCommerce Full Stack Engineer,0.86,0.83,0.35,0.44,0.25
1674," Full Stack Developer, Online Operations",0.85,0.89,0.46,0.47,0.17
1675,"Senior Software Engineer, Full Stack",0.73,0.89,0.38,0.5,0.27
1676, Full-Stack Developer (Billing Team),0.78,0.83,0.35,0.47,0.23
1677,"senior full stack engineer, Starbuckls Technology - Seattle, WA",0.8,0.83,0.43,0.52,0.2
1678, Full-stack Developer,0.8,1.0,0.37,0.47,0.17
1679,"Full Stack Java Developer, Front-End Focused",0.82,0.82,0.49,0.49,0.31
1680,.NET Developer (Only Local Candidates - Detroit),0.84,0.92,0.39,0.52,0.34
1681,Full Stack Mobile Engineer,0.8,0.99,0.42,0.46,0.24
1682, Senior Full Stack Engineer,0.74,0.8,0.35,0.45,0.23
1683, Full Stack Developer / Software Developer - Insurance Tech Company,0.79,1.0,0.37,0.44,0.18
1684," Development Engineer, Full stack Node JS/React JS",0.71,0.96,0.41,0.5,0.18
1685, Software Developer Full Stack,0.81,0.85,0.35,0.35,0.18
1686,Admissions Consultant - Remote,0.61,0.57,0.75,0.61,0.43
1687,Training & Development Consultant,0.69,0.87,0.26,0.72,0.39
1688, IT Communications Consultant,0.6,0.64,0.55,0.68,0.48
1689, Recruiter,0.85,0.49,0.68,0.68,0.39
1690, Entry Level IT/HR consultant,0.49,0.81,0.82,0.82,0.66
1691,"Principal Consultant, eCommerce IT",0.68,0.57,0.69,0.64,0.59
1692,Leasing Consultant,0.58,0.68,0.63,0.74,0.47
1693, Office Coordinator,0.74,0.73,0.6,0.71,0.6
1694, Field Consultant-Neuroscience-New England,0.6,0.64,0.65,0.61,0.4
1695, Human Resources Consultant (Employee Relations),0.59,0.61,0.64,0.58,0.57
1696, IT/IS GRC Consultant,0.69,0.57,0.68,0.68,0.59
1697, Leasing Consultant,0.55,0.6,0.74,0.74,0.54
1698, Parts Consultant,0.95,0.47,0.65,0.65,0.39
1699,Clinical Product Consultant,0.71,0.58,0.64,0.74,0.44
1700,Communication & Change Management Consultant,0.75,0.75,0.66,0.58,0.46
1701, IT Audit Consultant,0.63,0.61,0.61,0.74,0.43
1702,Product Management Consultant - IT,0.7,0.55,0.67,0.73,0.46
1703, Floating Leasing Consultant,0.59,0.68,0.69,0.69,0.46
1704, Organizational Change Management Consultant,0.6,0.74,0.73,0.64,0.57
1705, Human Centered Design Consultant,0.64,0.63,0.58,0.64,0.51
1706, Loss Control Consultant,0.55,0.64,0.71,0.69,0.53
1707, IT Business Consultant,0.73,0.55,0.66,0.71,0.51
1708, Communications Consultant,0.61,0.58,0.73,0.64,0.58
1709,"Global Mobility Specialist, Immigration",0.67,0.68,0.71,0.68,0.48
1710,Information Management Consultant,0.65,0.71,0.62,0.63,0.42
1711, Group Insurance Proposal Consultant,0.73,0.57,0.68,0.63,0.48
1712,Retail Sales Consultant,0.79,0.76,0.37,0.7,0.37
1713,Travel Consultant - After Hours Team (EV),0.58,0.73,0.68,0.73,0.5
1714,IT Manager,0.61,0.83,0.98,0.84,0.5
1715,Service Consultant,0.63,0.63,0.61,0.6,0.57
1716,Partner Consultant,0.81,0.59,0.58,0.67,0.36
1717, IT Systems Consultant,0.6,0.7,0.73,0.59,0.49
1718,Building Consultant,0.89,0.62,0.7,0.7,0.48
1719, Member Consultant Bellevue - Part Time,0.97,0.45,0.63,0.78,0.5
1720,IT Director,0.61,0.76,0.87,0.85,0.58
1721, Admission Consultant (Inside Sales Rep),0.58,0.79,0.97,0.78,0.54
1722, Travel Consultant - Gov't / Military Accounts (EV),0.63,0.69,0.6,0.68,0.58
1723,Business Initiatives Consultant 1,0.63,0.73,0.75,0.57,0.45
1724, Onsite Client Mobility Consultant,0.74,0.74,0.57,0.55,0.43
1725, Office Technician,0.75,0.59,0.65,0.72,0.4
1726,Organizational Effectiveness & Transformation Consultant,0.67,0.61,0.72,0.61,0.54
1727, Educational Tour Consultant,0.68,0.59,0.56,0.63,0.46
1728,"Crop Consultant -Toppenish, WA",0.71,0.71,0.64,0.67,0.52
1729, Geek Squad Consultation Agent,0.72,0.64,0.61,0.6,0.51
1730,"Investment Consultant - Philadelphia, PA",0.64,0.64,0.57,0.69,0.44
1731," Consultant, Operational Excellence",0.59,0.63,0.6,0.67,0.47
1732,Management Consultant - New York,0.64,0.66,0.59,0.58,0.58
1733," LTA Consultant – English Editor/Writer/Proofreader – UNDP,BERA,Office of
the UNSGSA",0.64,0.63,0.56,0.65,0.51
1734,"Junior Knowledge Management Consultant with the HIV, Health and Development
Team",0.66,0.69,0.59,0.6,0.56
1735, Retail Sales Consultant,0.84,0.78,0.35,0.59,0.21
1736,Community Consultant,0.62,0.58,0.69,0.66,0.43
1737, Bilingual Spanish Retail Sales Consultant,0.65,0.91,0.29,0.67,0.27
1738,"Diversity Events Specialist, Talent Programs and Events",0.67,0.61,0.57,0.59,0.44
1739,"Account Executive, Travel West",0.64,0.68,0.6,0.55,0.5
1740,Leasing Consultant | O2,0.67,0.74,0.67,0.64,0.51
1741," Implementation Consultant, Associate",0.54,0.87,0.71,0.85,0.55
1742,"Franchise Consultant-Business Coach (Spokane, WA)",0.65,0.7,0.65,0.56,0.54
1743,Associate Consultant I,0.51,0.76,0.78,0.89,0.68
1744, Small Business Consultant,0.72,0.66,0.69,0.73,0.5
1745,IT IA Consultant  JN -082018-41235,0.61,0.7,0.59,0.63,0.57
1746, Sales Consultant-Bilingual,0.64,0.73,0.84,0.82,0.51
1747," IT Technical Support Consultant - Sunnyvale, CA",0.39,0.85,0.7,0.89,0.58
1748, Workers' Compensation Claims Examiner,0.85,0.83,0.27,0.57,0.32
1749, Consultant,0.67,0.63,0.64,0.56,0.5
1750," Field Consultant2366 ( San Francisco, CA)",0.65,0.58,0.57,0.57,0.42
1751, Leasing Consultant | The Edison,0.67,0.59,0.6,0.58,0.59
1752,Customer Service Consultant,0.72,0.6,0.62,0.59,0.5
1753,Color Consultant,0.55,0.68,0.65,0.73,0.43
1754, IT Operations Coordinator,0.51,0.86,0.68,0.88,0.53
1755,Business Consultant,0.6,0.6,0.66,0.63,0.59
1756," Customer Outreach Specialist, YouTube",0.58,0.74,0.6,0.7,0.47
1757,"BOLD Intern, Summer 2019",0.58,0.72,0.61,0.68,0.51
1758, Men's Wearhouse Wardrobe Consultant,0.64,0.65,0.7,0.57,0.53
1759, Data Center Operations Assistant,0.83,0.76,0.28,0.69,0.29
1760,Implementation Consultant - HCM,0.63,0.58,0.65,0.58,0.5
1761, Learning Consultant,0.7,0.6,0.65,0.75,0.54
1762,Travel Consultant - Government Accounts (EV),0.72,0.63,0.7,0.56,0.42
1763," Technical Solutions Consultant, Verily Life Sciences - Mountain View",0.69,0.83,0.42,0.62,0.33
1764, Business Consultant / Business Efficiency,0.69,0.67,0.62,0.67,0.47
1765, Customer Service Representative - IRO,0.57,0.75,0.58,0.56,0.58
1766, Immigration Paralegal Consultant,0.61,0.68,0.62,0.63,0.45
1767, Permitting Associate,0.42,0.78,0.79,0.9,0.69
1768,IT Audit Consultant,0.56,0.65,0.67,0.73,0.41
1769,Leasing Consultant | Tamarind Terrace,0.66,0.72,0.6,0.73,0.4
1770, Travel Consultant - Government Accounts (EV),0.7,0.74,0.68,0.64,0.41
1771,Consultant,0.73,0.64,0.56,0.69,0.5
1772, Sales Consultant - Comp,0.52,0.69,0.81,0.86,0.57
1773,Make-up Advisor (Consultant),0.65,0.71,0.72,0.67,0.4
1774, Customer Success Specialist / Educational Consultant,0.69,0.63,0.66,0.68,0.47
1775," Amundsen Consulting, Associate Consultant",0.53,0.73,0.78,0.8,0.68
1776, Implementation Consultant,0.57,0.57,0.62,0.62,0.44
1777, IT Pro Network Consultant,0.67,0.64,0.56,0.61,0.56
1778,Permitting Associate,0.49,0.84,0.79,0.86,0.52
1779, Senior IT Consultant,0.6,0.72,0.75,0.65,0.4
1780, People Consultant,0.58,0.61,0.67,0.57,0.59
1781, Professional Services Consultant,0.62,0.73,0.71,0.7,0.52
1782, Event Sales Admin,0.63,0.78,0.93,0.86,0.65
1783,Program Consultant,0.7,0.71,0.72,0.59,0.42
1784,"Process Improvement Consultant, Secret Clearance, Bremerton WA",0.65,0.65,0.72,0.64,0.51
1785, IT Software Engineer Consultant,0.81,0.81,0.42,0.52,0.18
1786,IT Business Consultant,0.67,0.67,0.58,0.57,0.6
1787,IT Claims Consultant Principal Solutions,0.73,0.8,0.28,0.68,0.32
1788, Employee Relations Consultant,0.68,0.57,0.73,0.63,0.46
1789,"Strategy Insights & Planning Consultant, Health Ecosystems",0.64,0.63,0.72,0.74,0.46
1790, IT Business Relationship Manager,0.67,0.81,0.99,0.8,0.57
1791,Leasing Consultant | Villa Blanco,0.6,0.71,0.55,0.66,0.47
1792,Fine Art Sales Consultant,0.56,0.78,0.97,0.87,0.62
1793, Diversity Consultant,0.6,0.65,0.64,0.55,0.51
1794, Infrastructure Consultant 1 - Wintel Admin,0.48,0.82,0.8,0.91,0.51
1795, Systems Administrator I,0.37,0.82,0.7,0.82,0.59
1796,Systems Administrator,0.46,0.77,0.79,0.93,0.57
1797,System Administrator SFO,0.5,0.83,0.78,0.91,0.5
1798," (WMS) Systems Administrator III, 3rd Shift",0.49,0.78,0.84,0.96,0.62
1799,Senior Network & Systems Administrator,0.4,0.74,0.72,0.9,0.56
1800,STOPS SYSTEMS ADMINISTRATOR 1,0.45,0.73,0.85,0.82,0.69
1801, TITLE IT RETAIL SYSTEMS APPLICATION ADMINISTRATOR,0.83,0.86,0.39,0.64,0.33
1802,System Administrator,0.42,0.76,0.77,0.9,0.62
1803, Windows Systems Administrator,0.41,0.77,0.67,0.81,0.55
1804, Systems/Network Administrator,0.36,0.72,0.81,0.81,0.63
1805, Level 1 Systems Administrator,0.4,0.87,0.75,0.86,0.6
1806,IT Systems Administrator,0.43,0.81,0.67,1.0,0.59
1807,Systems Administrator and Technology Specialist,0.42,0.84,0.72,0.97,0.59
1808, Sr. Systems Admin,0.49,0.72,0.82,0.95,0.54
1809, Computer Systems Administrator,0.38,0.76,0.85,0.85,0.59
1810,Systems Desktop Administrator,0.36,0.78,0.76,0.99,0.6
1811,Operations Systems Administrator,0.51,0.81,0.66,0.86,0.62
1812, IT Support Administrator (Contract),0.54,0.87,0.7,0.84,0.54
1813, Senior Network and Systems Administrator,0.53,0.87,0.8,0.88,0.6
1814,IT Desktop/Help Desk Support - Technical Craft Specialist A,0.44,0.75,0.75,0.81,0.53
1815, DPS - IT - Jr Systems Engineer,0.88,0.95,0.38,0.45,0.22
1816, Systems Administrator- Corporate Network,0.5,0.86,0.8,0.94,0.54
1817, IT Contract Administrator II - Information Management Division,0.42,0.79,0.72,0.95,0.57
1818,Systems Administrator Staff,0.38,0.78,0.85,0.85,0.62
1819,Linux Systems Administrator,0.89,0.46,0.65,0.74,0.45
1820, Sr. IT Administrator,0.52,0.76,0.67,0.99,0.58
1821," Sr. IT Manager, Business/Systems Analysis",0.62,0.81,0.86,0.89,0.48
1822, Systems Analyst/Administrator,0.71,0.78,0.41,0.59,0.34
1823, Corporate IT Systems Administrator I,0.54,0.81,0.76,0.89,0.57
1824,System Administrator - Temporary,0.45,0.82,0.85,0.99,0.67
1825, Jr. Network Systems Administrator,0.53,0.79,0.78,0.98,0.58
1826, Desktop Systems Administrator,0.54,0.78,0.77,0.94,0.69
1827, Systems Engineer,0.75,0.95,0.4,0.4,0.31
1828, IT DBA/Application Systems Administrator,0.46,0.83,0.71,0.9,0.62
1829,Junior Systems Administrator,0.43,0.74,0.84,0.9,0.65
1830, Data Center Infrastructure Administrator,0.73,0.82,0.33,0.63,0.31
1831,Senior Systems Administrator,0.46,0.8,0.68,0.9,0.53
1832,Hosted Build Team - Systems Administrator Senior,0.83,0.64,0.67,0.73,0.43
1833,"Sr. IT Systems Administrator I, Windows - Woburn",0.53,0.83,0.8,0.87,0.69
1834, Mac and/or Windows System Administrator,0.51,0.87,0.68,0.85,0.56
1835,ServiceNow Systems Administrator,0.4,0.87,0.66,0.82,0.55
1836,IT CRM Systems Analyst (RevOps),0.69,0.8,0.41,0.66,0.2
1837, Systems Administrator - LINUX,0.89,0.53,0.57,0.74,0.49
1838, Intermediate Administrator,0.49,0.85,0.65,0.99,0.66
1839,Systems/Network Administrator,0.53,0.7,0.84,0.96,0.67
1840,IT DEPUTY ADMINISTRATOR,0.37,0.85,0.84,0.94,0.61
1841,Systems Administrator Assoc II,0.54,0.79,0.77,0.9,0.69
1842, Procurement Systems Administrator,0.37,0.8,0.79,0.96,0.62
1843,IT Help Desk Analyst,0.83,0.94,0.26,0.63,0.2
1844,IT Support Administrator,0.42,0.81,0.83,0.97,0.53
1845, IT Administrator,0.37,0.82,0.76,0.85,0.68
1846,Enterprise Storage Administrator - ITS2,0.54,0.78,0.83,0.88,0.65
1847,Systems Administrator II,0.45,0.72,0.84,0.89,0.65
1848, Network Administrator,0.42,0.7,0.67,0.9,0.64
1849, Linux Systems Administrator,0.87,0.59,0.69,0.74,0.45
1850, IT Junior System Administrator - IDS Seapower Capabilities Systems,0.53,0.8,0.74,0.84,0.56
1851,unior Desktop Engineer / Entry-Level Systems Administrator,0.71,0.93,0.35,0.41,0.3
1852,Salesforce Administrator and Systems Support,0.57,0.7,0.83,0.9,0.48
1853,IT Business Systems Manager,0.59,0.75,0.94,0.88,0.61
1854, Facilities Systems Administrator,0.36,0.76,0.71,0.83,0.56
1855, Windows / VMWare Systems Administrator,0.41,0.8,0.78,0.88,0.64
1856, Jr. Systems Administrator & Desktop Support,0.42,0.76,0.76,0.8,0.52
1857,Jr. System Administrator,0.43,0.89,0.79,0.82,0.67
1858, Systems Analyst V (IV&V Tester),0.8,0.87,0.41,0.63,0.24
1859, DSHS Senior IT Storage Administrator,0.45,0.81,0.76,0.91,0.69
1860,Sr. IT Infrastructure Administrator,0.53,0.88,0.81,0.99,0.52
1861, Systems Administrator (Linux & Windows),0.85,0.55,0.72,0.7,0.5
1862,ADMINISTRATOR,0.38,0.75,0.8,0.83,0.57
1863," Systems Administrator, Intermediate",0.4,0.77,0.79,0.87,0.61
1864,SYSTEMS ADMINISTRATOR SR,0.37,0.86,0.72,0.93,0.65
1865,DreamWorks Technology - Desktop Support Administrator,0.39,0.88,0.77,0.89,0.54
1866, Systems Administrator- {Mac},0.54,0.85,0.69,0.87,0.66
1867,Public Cloud Systems Administrator,0.49,0.85,0.74,0.94,0.58
1868, Systems Administrator I (Temporary),0.39,0.83,0.85,0.86,0.59
1869," Clinical Systems & Applications Administrator IV for GE Centricity and
Allscripts",0.48,0.81,0.82,0.95,0.51
1870, Sr. ITSM Systems Administrator,0.55,0.85,0.82,0.93,0.67
1871,"ASSISTANT VICE CHANCELLOR, IT & CIO",0.57,0.62,0.73,0.59,0.42
1872," Windows Administrator, 2nd Shift",0.51,0.87,0.68,0.97,0.64
1873,Network Systems Administrator,0.45,0.87,0.73,0.84,0.56
1874,"senior hfm/gl administrator, Finance Systems - Global Reporting - Seattle,
WA",0.45,0.81,0.81,0.96,0.62
1875, IT Systems Administrator Ad 12344,0.51,0.74,0.66,0.97,0.52
1876, System Administrator - Consumer Support,0.4,0.84,0.73,0.98,0.56
1877, Middleware Systems Administrator,0.35,0.76,0.77,0.88,0.61
1878,Senior Systems Administrator Job,0.53,0.88,0.7,0.89,0.61
1879,IAM Analyst I,0.84,0.95,0.3,0.7,0.28
1880,ATSU - Network Security Analyst,0.65,0.75,0.34,0.65,0.2
1881, Desktop Support Analyst,0.79,0.81,0.36,0.61,0.23
1882,Director of Information Security,0.58,0.7,0.91,0.79,0.55
1883,Information Security Analyst- Distributed Directory Services- IAM,0.68,0.88,0.4,0.57,0.29
1884, Information Security Analyst,0.66,0.87,0.3,0.66,0.3
1885, AT254: Release & Classification Analyst - Afternoon Shift,0.83,0.86,0.37,0.63,0.39
1886, Security Analyst,0.81,0.81,0.42,0.64,0.37
1887,Security Operations Senior Analyst,0.81,0.79,0.39,0.61,0.26
1888,Network Security Analyst,0.71,0.9,0.3,0.55,0.34
1889, International IT Operations Analyst 2597~,0.68,0.77,0.3,0.63,0.3
1890,Compliance Analyst,0.66,0.94,0.39,0.61,0.26
1891,Senior Network Security Analyst for Information Technology,0.74,0.88,0.28,0.59,0.37
1892, Security Compliance Analyst,0.7,0.83,0.42,0.68,0.27
1893, Information Security & Privacy Associate Analyst,0.79,0.75,0.4,0.65,0.36
1894, Information Security Analyst I,0.84,0.94,0.43,0.65,0.27
1895, Information Security Analyst (Networking Emphasis) 2586~,0.74,0.89,0.43,0.59,0.38
1896, Weekend Security Analyst,0.81,0.95,0.43,0.61,0.22
1897, IT Security Analyst,0.67,0.81,0.37,0.71,0.38
1898, Information Security Analyst II,0.77,0.75,0.29,0.57,0.27
1899, Mainframe Security Analyst,0.75,0.76,0.32,0.59,0.33
1900,EHR Analyst,0.74,0.85,0.34,0.74,0.24
1901, Information Governance Analyst (Compliance & Assurance),0.75,0.9,0.36,0.74,0.28
1902,Acquisition Security Analyst- P001,0.74,0.77,0.37,0.61,0.23
1903,Cyber Information Systems Security Analyst 2,0.76,0.86,0.27,0.69,0.32
1904,"Enterprise Geographic Informations Systems Analyst (Information Systems
Analyst) – Public Works Department",0.69,0.84,0.39,0.66,0.28
1905,Information Systems Analyst,0.71,0.87,0.44,0.68,0.21
1906, Management and Program Analyst,0.74,0.93,0.27,0.75,0.39
1907,Service Desk Analyst,0.67,0.94,0.32,0.72,0.28
1908, Social Media Content Analyst,0.74,0.88,0.4,0.56,0.32
1909,Investment Analyst IV cc110,0.69,0.82,0.32,0.64,0.27
1910,Financial Analyst I (Investment Operatio...,0.67,0.78,0.26,0.64,0.39
1911,Information Security Analyst,0.67,0.94,0.4,0.68,0.33
1912,CSOC Cyber Security Analyst,0.82,0.77,0.35,0.69,0.32
1913, Information Security Architect 2498~,0.87,0.81,0.44,0.46,0.23
1914, Info Security Analyst III,0.72,0.87,0.43,0.65,0.36
1915,Information Technology Associate Analyst,0.73,0.77,0.26,0.56,0.28
