skill_id,skill_name,category,proficiency_levels,related_careers,demand_level
246,active directory administration,Domain Skill,Beginner,"Remote Help Desk Tech, IT Support Administrator, SYSTEMS ADMINISTRATOR SR, Network Systems Administrator, Information Security Analyst- Distributed Directory Services- IAM, Technical Specialist I,  Senior Network Engineer",0.44
247,active directory and window server domain management,Soft Skill,Beginner,Sr. IT Infrastructure Administrator,0.66
248,active directory domains configuration and maintenance,Domain Skill,Intermediate, Windows / VMWare Systems Administrator,0.41
249,active directory environment maintenance,Domain Skill,Beginner, Systems Administrator- Corporate Network,0.54
250,active directory federation services (adfs),Domain Skill,Beginner,Microsoft MIM Developer - open to location / remote permitted,0.41
251,active directory integration,Domain Skill,Beginner," Mobile Technology Specialist, CargoWise Integration Specialist",0.55
252,active directory lightweight directory services,Domain Skill,Beginner,Information Security Analyst- Distributed Directory Services- IAM,0.59
253,active directory maintenance,Domain Skill,Intermediate, Level 1 Systems Administrator,0.46
254,active directory management,Soft Skill,Beginner," Corporate IT Systems Administrator I, Systems Administrator II, Windows & Network Systems Administrator, IT Operations Technical Support 2,  Information Technology Specialist",0.8
255,active directory services,Domain Skill,Intermediate, Senior Information Security Analyst,0.4
256,active directory understanding,Domain Skill,Intermediate,IT Coordinator,0.58
257,active directory user and computers administration,Domain Skill,Intermediate,IS Service Desk Analyst,0.53
258,active directory users and computers,Domain Skill,Beginner, Systems Administrator,0.47
259,active learning,Domain Skill,Beginner,Machine Learning Researcher,0.47
260,active response,Domain Skill,Intermediate, Professional Services Consultant - Network,0.47
261,activemq,Domain Skill,Beginner,"Software Engineer 2 - Big Data/Data Warehousing, Machine Learning Software Engineer 3",0.42
262,activesync/exchange,Domain Skill,Intermediate, Jr. Systems Administrator & Desktop Support,0.41
263,activities of daily living assistance,Domain Skill,Intermediate, Patient Care Technician - Grade 279,0.4
264,actor model (specifically akka),Domain Skill,Intermediate, Solution Architect ~ Data / BI COE,0.46
265,actuarial analysis,Domain Skill,Beginner,Actuarial Student,0.54
266,actuarial exams,Domain Skill,Intermediate,Actuarial Analyst- Exam,0.47
267,actuarial science,Domain Skill,Beginner,"Actuarial Assistant, Actuarial Analyst- Exam",0.52
268,acute attention to detail,Domain Skill,Intermediate,Return Merchandise Authorized (RMA) Material Handler,0.51
269,ad,Domain Skill,Intermediate," Big Data Solution Architect _WB,  Senior Network Engineer",0.44
270,ad development tools,Domain Skill,Beginner, Social Media Content Analyst,0.51
271,ad hoc functionality,Domain Skill,Intermediate, Salesforce Data Architect,0.46
272,ad hoc queries,Domain Skill,Intermediate, Employee Benefits Data Analyst,0.46
273,ad operations,Domain Skill,Intermediate,"Analyst, Media Operations",0.46
274,ad ops,Domain Skill,Intermediate,Media Operations Assistant,0.44
275,ad server functionality,Domain Skill,Beginner,"Analyst, Media Operations",0.4
276,ad server management,Soft Skill,Intermediate,Sr. Associate - Ad Tech,0.78
277,ad serving,Domain Skill,Intermediate," Manager, Data and Audience Activation",0.54
278,ad set,Domain Skill,Intermediate,Merchandising Specialist,0.49
279,ad technology,Domain Skill,Beginner,"Client Solutions Manager, Seattle",0.56
280,ad-hoc analysis,Domain Skill,Beginner," Data Scientist Intern,  Data Scientist, Digital,  Trading Intern, West",0.43
281,ad-hoc data analysis,Hard Skill,Intermediate,Social Media MIS Reporting Analyst,0.69
282,ad-hoc queries,Domain Skill,Intermediate,"systems analyst I, Starbucks Technology - Seattle, WA",0.58
283,ad-hoc reporting,Domain Skill,Intermediate," Senior Business Intelligence Reporting Analyst, Epic Business Intelligence Specialist (Mgr: Baker)",0.43
284,ad-tech tools (adwords,Domain Skill,Intermediate, Account Director,0.56
285,ada compliance,Domain Skill,Intermediate,Americans with Disabilities Act Coordinator,0.54
286,adaptability,Soft Skill,Intermediate," Field Consultant-Neuroscience-New England, Machine Learning Analyst",0.53
287,adaptive insights,Domain Skill,Beginner,Financial Analyst (FP &A),0.55
288,adaptive planning,Domain Skill,Intermediate, Data & Reporting Engineer,0.49
289,addressing issues with mobile devices,Domain Skill,Intermediate,Remote Help Desk Tech,0.53
290,adherence to security standards,Hard Skill,Intermediate, Security Operations Co-Op,0.63
291,adherence to sops,Domain Skill,Intermediate,Secondary Firearms Instructor,0.52
292,adherence to standards,Domain Skill,Intermediate, Platform Solution Architect,0.4
293,adiabatic cooling processes,Domain Skill,Intermediate, Data Center Facility Operations Chemical Engineer,0.49
294,adjudicating disability claims,Domain Skill,Beginner, Workers' Compensation Claims Examiner,0.59
295,adjudication,Domain Skill,Intermediate, Employment Security Specialist III,0.43
296,adls,Domain Skill,Beginner," Big Data Delivery Engineer (REMOTE) - Professional Services, Big Data Delivery Engineer (REMOTE) - Professional Services",0.41
297,administering lei servers,Domain Skill,Beginner,Technical Architect,0.43
298,administering lotus domino servers,Domain Skill,Beginner,Technical Architect,0.42
299,administering sharepoint farm,Domain Skill,Beginner,Technical Architect,0.49
300,administration,Domain Skill,Beginner, Director of Enterprise Applications,0.59
301,administration experience on hadoop,Domain Skill,Beginner,Hadoop Engineer/Admin,0.42
302,administration of ecm system (hyland’s perceptive content server,Domain Skill,Intermediate,ECM Analyst,0.6
303,administration support for hr systems,Domain Skill,Intermediate,HUMAN RESOURCES ASSISTANT,0.45
304,administrative and statistical analysis,Domain Skill,Intermediate, Assistant Administrative Analyst (Self Help Services),0.6
305,administrative assistance,Domain Skill,Intermediate, Receptionist/Compliance Assistant,0.49
306,administrative procedures,Domain Skill,Intermediate, Administrative Assistant,0.46
307,administrative skills,Domain Skill,Beginner,Leasing Consultant,0.58
308,administrative support,Domain Skill,Beginner,"USDA Commodities Specialist,  Office Administrator, Administrative Analyst, ADMINISTRATIVE ASSISTANT 2, Administrative Assistant, Per-Diem, Day Shift - Rehab,  Assignment Coordinator,  Admin Assistant, Program Support Assistant",0.54
309,administrative support,Domain Skill,Intermediate,"USDA Commodities Specialist,  Office Administrator, Administrative Analyst, ADMINISTRATIVE ASSISTANT 2, Administrative Assistant, Per-Diem, Day Shift - Rehab,  Assignment Coordinator,  Admin Assistant, Program Support Assistant",0.46
310,administrative systems,Domain Skill,Intermediate,"ASSISTANT VICE CHANCELLOR, IT & CIO",0.49
311,administrative tasks,Domain Skill,Beginner," Data Analyst,  Resident Administrator - 20 hours/week, Office Administrator,  Operations Coordinator",0.51
312,admission crm (e.g.,Domain Skill,Beginner, Systems Manager - Lynch School,0.54
313,admissions program implementation,Domain Skill,Intermediate, Seminary Admissions Counselor,0.5
314,adobe,Domain Skill,Beginner," Data Analyst (226 Days),  Provider Network Data Analyst",0.6
315,adobe acrobat,Domain Skill,Beginner," Clinical Research Data Manager 2,  Technical Writer II",0.52
316,adobe aem,Domain Skill,Intermediate,Solution Architect Big Data,0.48
317,adobe aem web content management,Soft Skill,Beginner,Front End Developer,0.6
318,adobe after effects,Domain Skill,Intermediate, System Administrator 3-IT,0.58
319,adobe after effects cc,Domain Skill,Intermediate, Multimedia Learning Developer,0.48
320,adobe analytics,Domain Skill,Intermediate," Digital Analyst, Brighter - Digital Analytics Data Analyst,  Data (Tracking) Engineer,  Manager Marketing Analytics",0.49
321,adobe applications,Domain Skill,Intermediate, Technical Documentation Specialist,0.44
322,adobe audience manager,Domain Skill,Beginner," Manager, Data and Audience Activation",0.53
323,adobe captivate,Domain Skill,Beginner,Training Specialist,0.57
324,adobe connect,Domain Skill,Beginner,Training Specialist,0.55
325,adobe creative cloud,Hard Skill,Intermediate," Multimedia Learning Developer, CREATIVE DESIGN ENGINEER I, Web Designer x 2, Sr Specialist, UX Designer",0.98
326,adobe creative cloud,Hard Skill,Intermediate," Multimedia Learning Developer, CREATIVE DESIGN ENGINEER I, Web Designer x 2, Sr Specialist, UX Designer",1.0
327,adobe creative cloud suite (adobe photoshop,Hard Skill,Intermediate,Student Internship - Architecture - Fall 2018,0.97
328,adobe creative suite,Domain Skill,Intermediate," UX Designer,  Store Operations Learning Program Designer, User Researcher - Farmington Hills, MI,  Data Designer, Asst. Project Manager - Store Development, Media Services Technical Specialist",0.55
329,adobe creative suite (photoshop,Domain Skill,Beginner, Video / Audio Specialist,0.45
330,adobe creative suite knowledge,Domain Skill,Intermediate,Exhibit Project Coordinator,0.55
331,adobe digital analytics,Domain Skill,Beginner," Manager, Site Analytics and Optimization",0.6
332,adobe dreamweaver cc,Domain Skill,Beginner, Multimedia Learning Developer,0.43
333,adobe experience manager,Domain Skill,Beginner, Web Developer II,0.59
334,adobe experience manager (aem),Domain Skill,Intermediate,Web Designer x 2,0.46
335,adobe indesign,Domain Skill,Beginner, Program Analyst I,0.55
336,adobe marketing cloud,Hard Skill,Intermediate, Sr. Data Analytics Manager,1.0
337,adobe omniture),Domain Skill,Beginner, Database Analyst Intern,0.45
338,adobe premiere,Domain Skill,Intermediate, System Administrator 3-IT,0.43
339,adobe publishing products,Domain Skill,Beginner,Sr. Redactor - All Locations,0.46
340,adobe xd,Domain Skill,Beginner, Data Experience,0.42
341,adobe),Domain Skill,Beginner," Deputy Clerk for Case Processing and Scheduling - Massachusetts Appeals
Court",0.52
342,adoption of new technologies,Domain Skill,Beginner,Sr Solution Architect,0.41
343,ads,Domain Skill,Beginner, Interactive Developer,0.59
344,adtech platforms,Domain Skill,Intermediate, Data Architecture Manager,0.46
345,adult case report form,Domain Skill,Intermediate, HIV Surveillance Data Manager,0.55
346,adult education instruction,Domain Skill,Beginner,Secondary Firearms Instructor,0.5
347,adult learning principles,Domain Skill,Intermediate," Store Operations Learning Program Designer,  Human Centered Design Consultant",0.55
348,advanced analysis capabilities,Domain Skill,Beginner,Google Cloud Solution Architect (REMOTE),0.49
349,advanced analytical skills,Domain Skill,Intermediate,Data Scientist-DIS,0.59
350,advanced analytical techniques,Domain Skill,Beginner,"Data Analyst II,  Consultant, Data Scientist",0.53
351,advanced analytics,Domain Skill,Intermediate,"Audit Manager - Phoenix,  System Director Data Science & Advanced Analytics,  Sr. Business Intelligence Analyst, Cloud Solution Architect,  Chief Data Scientist Solution Architect - Virtual / Texas Job,  Data Scientist,  Data Scientist -COR Administration,  Data Scientist, Advanced Analytics, Data Scientist-DIS,  Manager, Data Analysis, Senior Structuring and Data Science Analyst (315),  Senior Manager - Analytics and Data Warehousing, Machine Learning Specialist,  SVP, Business Integration",0.5
352,advanced analytics,Domain Skill,Beginner,"Audit Manager - Phoenix,  System Director Data Science & Advanced Analytics,  Sr. Business Intelligence Analyst, Cloud Solution Architect,  Chief Data Scientist Solution Architect - Virtual / Texas Job,  Data Scientist,  Data Scientist -COR Administration,  Data Scientist, Advanced Analytics, Data Scientist-DIS,  Manager, Data Analysis, Senior Structuring and Data Science Analyst (315),  Senior Manager - Analytics and Data Warehousing, Machine Learning Specialist,  SVP, Business Integration",0.42
353,advanced analytics (sas,Domain Skill,Intermediate,Big Data Solutions Architect (Central Region),0.5
354,advanced analytics and machine learning,Hard Skill,Expert, Digital Solution Architect - ThingWorx,0.89
355,advanced analytics solutions,Domain Skill,Beginner,"Manager, Analytics",0.43
356,advanced analytics tools,Domain Skill,Beginner, Data Analyst,0.52
357,advanced automation/autonomics,Domain Skill,Intermediate, Cloud Architect,0.47
358,advanced characterization instrumentation (ms-sims,Domain Skill,Intermediate,Surface Analysis Engineer - 1st Shift,0.44
